name,category_id,remains,rating,description,price
Converse RS-Dreamer,6,59,3.54,"Converse RS-Dreamer sneakers, designed for other performance and style.",294.73
Puma React Infinity,5,57,4.78,"Puma React Infinity sneakers, designed for tennis performance and style.",144.52
Fila RS-Dreamer,3,59,4.3,"Fila RS-Dreamer sneakers, designed for fashion performance and style.",253.86
MSCHF Air Max,4,92,3.25,"MSCHF Air Max sneakers, designed for running performance and style.",451.15
Adidas Classic Leather,6,105,3.3,"Adidas Classic Leather sneakers, designed for other performance and style.",471.75
Jordan Yeezy Boost,5,99,4.69,"Jordan Yeezy Boost sneakers, designed for tennis performance and style.",192.08
Jordan 990v5,4,16,3.98,"Jordan 990v5 sneakers, designed for running performance and style.",209.42
New Balance Disruptor,3,191,4.0,"New Balance Disruptor sneakers, designed for fashion performance and style.",308.13
Nike React Infinity,6,11,4.63,"Nike React Infinity sneakers, designed for other performance and style.",192.9
Dior Powerframe,6,172,4.33,"Dior Powerframe sneakers, designed for other performance and style.",411.98
Reebok Zoom Pegasus,2,174,4.77,"Reebok Zoom Pegasus sneakers, designed for lifestyle performance and style.",85.12
Lanvin RS-X,2,86,4.18,"Lanvin RS-X sneakers, designed for lifestyle performance and style.",242.06
Puma Triple S,3,45,4.23,"Puma Triple S sneakers, designed for fashion performance and style.",473.7
Yeezy Speedrunner,4,128,4.45,"Yeezy Speedrunner sneakers, designed for running performance and style.",82.25
Asics Yeezy Boost,5,53,3.06,"Asics Yeezy Boost sneakers, designed for tennis performance and style.",252.04
Puma RS-Dreamer,2,40,3.67,"Puma RS-Dreamer sneakers, designed for lifestyle performance and style.",123.54
Reebok 990v5,5,97,4.65,"Reebok 990v5 sneakers, designed for tennis performance and style.",352.45
Louis Vuitton Dunk,5,133,4.34,"Louis Vuitton Dunk sneakers, designed for tennis performance and style.",257.66
Puma Speedrunner,4,7,3.88,"Puma Speedrunner sneakers, designed for running performance and style.",487.5
MSCHF Chuck 70,3,53,3.92,"MSCHF Chuck 70 sneakers, designed for fashion performance and style.",98.6
Nike React Infinity,2,162,3.74,"Nike React Infinity sneakers, designed for lifestyle performance and style.",348.87
Jordan Triple S,3,50,3.06,"Jordan Triple S sneakers, designed for fashion performance and style.",63.26
MSCHF Zoom Pegasus,3,126,3.94,"MSCHF Zoom Pegasus sneakers, designed for fashion performance and style.",84.01
Fila RS-X,2,3,4.43,"Fila RS-X sneakers, designed for lifestyle performance and style.",494.81
New Balance RS-X,2,30,3.4,"New Balance RS-X sneakers, designed for lifestyle performance and style.",271.26
MSCHF 990v5,3,176,4.49,"MSCHF 990v5 sneakers, designed for fashion performance and style.",450.17
New Balance Chuck 70,3,13,4.46,"New Balance Chuck 70 sneakers, designed for fashion performance and style.",449.73
Puma Chuck 70,4,152,3.71,"Puma Chuck 70 sneakers, designed for running performance and style.",231.94
Reebok RS-X,4,147,3.71,"Reebok RS-X sneakers, designed for running performance and style.",81.58
Lanvin Speedrunner,3,135,3.27,"Lanvin Speedrunner sneakers, designed for fashion performance and style.",454.31
Reebok Gel-Lyte,1,23,3.3,"Reebok Gel-Lyte sneakers, designed for basketball performance and style.",371.54
Converse Chuck 70,5,133,3.53,"Converse Chuck 70 sneakers, designed for tennis performance and style.",408.97
Jordan 990v5,6,83,4.5,"Jordan 990v5 sneakers, designed for other performance and style.",312.86
Puma 990v5,6,60,4.6,"Puma 990v5 sneakers, designed for other performance and style.",183.21
Dior Classic Leather,4,191,3.95,"Dior Classic Leather sneakers, designed for running performance and style.",66.22
Jordan 990v5,1,162,3.42,"Jordan 990v5 sneakers, designed for basketball performance and style.",86.38
Jordan React Infinity,1,142,4.67,"Jordan React Infinity sneakers, designed for basketball performance and style.",421.6
Yeezy Chuck 70,4,140,3.14,"Yeezy Chuck 70 sneakers, designed for running performance and style.",446.74
Nike RS-Dreamer,1,6,3.12,"Nike RS-Dreamer sneakers, designed for basketball performance and style.",415.79
Nike Yeezy Boost,4,174,4.88,"Nike Yeezy Boost sneakers, designed for running performance and style.",347.81
Dior Powerframe,4,52,3.06,"Dior Powerframe sneakers, designed for running performance and style.",381.48
Adidas Triple S,5,42,3.15,"Adidas Triple S sneakers, designed for tennis performance and style.",340.89
Jordan Gel-Lyte,6,151,4.48,"Jordan Gel-Lyte sneakers, designed for other performance and style.",84.32
Converse Speedrunner,5,196,3.1,"Converse Speedrunner sneakers, designed for tennis performance and style.",483.13
Jordan Triple S,2,32,3.83,"Jordan Triple S sneakers, designed for lifestyle performance and style.",374.69
Reebok Speedrunner,1,77,4.59,"Reebok Speedrunner sneakers, designed for basketball performance and style.",333.5
Jordan Dunk,6,0,3.68,"Jordan Dunk sneakers, designed for other performance and style.",235.65
Asics Triple S,4,103,3.83,"Asics Triple S sneakers, designed for running performance and style.",334.92
Adidas Triple S,2,131,4.04,"Adidas Triple S sneakers, designed for lifestyle performance and style.",213.44
Lanvin Gel-Lyte,4,106,3.15,"Lanvin Gel-Lyte sneakers, designed for running performance and style.",400.53
MSCHF React Infinity,4,77,3.59,"MSCHF React Infinity sneakers, designed for running performance and style.",317.53
Yeezy Triple S,5,137,3.37,"Yeezy Triple S sneakers, designed for tennis performance and style.",299.21
MSCHF React Infinity,5,175,4.94,"MSCHF React Infinity sneakers, designed for tennis performance and style.",285.99
MSCHF Disruptor,6,189,4.76,"MSCHF Disruptor sneakers, designed for other performance and style.",421.58
Nike Classic Leather,5,147,3.93,"Nike Classic Leather sneakers, designed for tennis performance and style.",249.99
Reebok Disruptor,6,119,4.85,"Reebok Disruptor sneakers, designed for other performance and style.",436.23
Lanvin Speedrunner,6,193,4.37,"Lanvin Speedrunner sneakers, designed for other performance and style.",299.16
Puma 990v5,3,181,4.44,"Puma 990v5 sneakers, designed for fashion performance and style.",64.02
Asics Yeezy Boost,6,162,4.71,"Asics Yeezy Boost sneakers, designed for other performance and style.",167.76
Puma Dunk,4,85,3.72,"Puma Dunk sneakers, designed for running performance and style.",382.26
Converse Retro 1,6,56,3.35,"Converse Retro 1 sneakers, designed for other performance and style.",79.37
Nike RS-Dreamer,1,166,3.56,"Nike RS-Dreamer sneakers, designed for basketball performance and style.",168.27
Adidas Zoom Pegasus,6,147,3.57,"Adidas Zoom Pegasus sneakers, designed for other performance and style.",73.3
Converse RS-X,6,195,3.12,"Converse RS-X sneakers, designed for other performance and style.",230.02
MSCHF RS-Dreamer,5,199,4.41,"MSCHF RS-Dreamer sneakers, designed for tennis performance and style.",53.89
Reebok Speedrunner,6,73,3.88,"Reebok Speedrunner sneakers, designed for other performance and style.",88.41
Adidas Retro 1,2,136,4.34,"Adidas Retro 1 sneakers, designed for lifestyle performance and style.",265.81
New Balance Zoom Pegasus,4,74,3.34,"New Balance Zoom Pegasus sneakers, designed for running performance and style.",262.84
Jordan Air Max,2,0,4.41,"Jordan Air Max sneakers, designed for lifestyle performance and style.",451.14
MSCHF Yeezy Boost,2,54,3.73,"MSCHF Yeezy Boost sneakers, designed for lifestyle performance and style.",417.48
Reebok 990v5,5,112,4.57,"Reebok 990v5 sneakers, designed for tennis performance and style.",449.59
Dior Retro 1,2,10,4.73,"Dior Retro 1 sneakers, designed for lifestyle performance and style.",332.84
Puma RS-Dreamer,6,40,4.81,"Puma RS-Dreamer sneakers, designed for other performance and style.",418.85
Nike RS-Dreamer,3,19,4.82,"Nike RS-Dreamer sneakers, designed for fashion performance and style.",457.55
Nike Gel-Lyte,6,108,4.2,"Nike Gel-Lyte sneakers, designed for other performance and style.",285.82
Jordan Zoom Pegasus,1,62,3.28,"Jordan Zoom Pegasus sneakers, designed for basketball performance and style.",448.14
MSCHF 990v5,2,72,4.67,"MSCHF 990v5 sneakers, designed for lifestyle performance and style.",487.19
Asics Yeezy Boost,4,44,4.78,"Asics Yeezy Boost sneakers, designed for running performance and style.",438.22
Nike Zoom Pegasus,3,83,4.08,"Nike Zoom Pegasus sneakers, designed for fashion performance and style.",197.03
MSCHF Triple S,2,154,4.34,"MSCHF Triple S sneakers, designed for lifestyle performance and style.",479.3
Louis Vuitton Powerframe,5,129,4.36,"Louis Vuitton Powerframe sneakers, designed for tennis performance and style.",251.55
New Balance RS-Dreamer,3,74,3.84,"New Balance RS-Dreamer sneakers, designed for fashion performance and style.",313.58
Yeezy Yeezy Boost,2,47,3.55,"Yeezy Yeezy Boost sneakers, designed for lifestyle performance and style.",243.25
Jordan Dunk,1,160,3.03,"Jordan Dunk sneakers, designed for basketball performance and style.",96.4
Louis Vuitton Zoom Pegasus,4,127,4.02,"Louis Vuitton Zoom Pegasus sneakers, designed for running performance and style.",264.37
Fila Retro 1,1,45,4.05,"Fila Retro 1 sneakers, designed for basketball performance and style.",487.54
Reebok Gel-Lyte,6,30,3.99,"Reebok Gel-Lyte sneakers, designed for other performance and style.",398.21
Converse Chuck 70,3,108,4.17,"Converse Chuck 70 sneakers, designed for fashion performance and style.",213.48
Yeezy Retro 1,4,115,3.55,"Yeezy Retro 1 sneakers, designed for running performance and style.",215.75
Reebok Disruptor,3,56,3.61,"Reebok Disruptor sneakers, designed for fashion performance and style.",444.11
Jordan Zoom Pegasus,2,74,4.08,"Jordan Zoom Pegasus sneakers, designed for lifestyle performance and style.",360.41
Yeezy Speedrunner,4,98,3.57,"Yeezy Speedrunner sneakers, designed for running performance and style.",456.81
Fila Air Max,1,25,4.19,"Fila Air Max sneakers, designed for basketball performance and style.",86.68
New Balance Air Max,3,39,4.38,"New Balance Air Max sneakers, designed for fashion performance and style.",165.47
Nike React Infinity,3,145,5.0,"Nike React Infinity sneakers, designed for fashion performance and style.",464.03
Reebok Retro 1,6,157,4.5,"Reebok Retro 1 sneakers, designed for other performance and style.",200.8
Jordan Retro 1,2,55,4.06,"Jordan Retro 1 sneakers, designed for lifestyle performance and style.",191.79
Adidas Dunk,6,134,4.32,"Adidas Dunk sneakers, designed for other performance and style.",313.75
New Balance Zoom Pegasus,6,39,3.43,"New Balance Zoom Pegasus sneakers, designed for other performance and style.",398.8
Adidas RS-Dreamer,4,115,4.74,"Adidas RS-Dreamer sneakers, designed for running performance and style.",88.56
Jordan 990v5,5,84,4.92,"Jordan 990v5 sneakers, designed for tennis performance and style.",417.72
Jordan Speedrunner,5,2,4.3,"Jordan Speedrunner sneakers, designed for tennis performance and style.",338.1
Lanvin Gel-Lyte,3,119,3.35,"Lanvin Gel-Lyte sneakers, designed for fashion performance and style.",98.47
Jordan Gel-Lyte,4,100,3.43,"Jordan Gel-Lyte sneakers, designed for running performance and style.",260.52
New Balance 990v5,5,85,3.07,"New Balance 990v5 sneakers, designed for tennis performance and style.",493.65
Yeezy Classic Leather,3,172,5.0,"Yeezy Classic Leather sneakers, designed for fashion performance and style.",121.11
MSCHF 990v5,3,131,4.49,"MSCHF 990v5 sneakers, designed for fashion performance and style.",370.5
Nike Zoom Pegasus,6,177,3.47,"Nike Zoom Pegasus sneakers, designed for other performance and style.",418.51
Asics Speedrunner,5,191,4.7,"Asics Speedrunner sneakers, designed for tennis performance and style.",216.78
New Balance RS-Dreamer,4,181,4.21,"New Balance RS-Dreamer sneakers, designed for running performance and style.",186.87
Lanvin Disruptor,1,150,3.74,"Lanvin Disruptor sneakers, designed for basketball performance and style.",199.8
Jordan RS-Dreamer,5,125,3.15,"Jordan RS-Dreamer sneakers, designed for tennis performance and style.",315.83
Reebok Powerframe,3,53,4.02,"Reebok Powerframe sneakers, designed for fashion performance and style.",381.78
Yeezy Dunk,5,162,3.52,"Yeezy Dunk sneakers, designed for tennis performance and style.",299.98
Adidas Chuck 70,4,137,3.19,"Adidas Chuck 70 sneakers, designed for running performance and style.",282.78
MSCHF Zoom Pegasus,3,38,3.04,"MSCHF Zoom Pegasus sneakers, designed for fashion performance and style.",190.35
Reebok Triple S,3,143,3.49,"Reebok Triple S sneakers, designed for fashion performance and style.",130.15
Reebok Retro 1,1,102,3.32,"Reebok Retro 1 sneakers, designed for basketball performance and style.",124.68
Converse Dunk,1,76,3.96,"Converse Dunk sneakers, designed for basketball performance and style.",238.27
MSCHF Triple S,1,130,3.11,"MSCHF Triple S sneakers, designed for basketball performance and style.",70.04
Asics Chuck 70,4,51,4.96,"Asics Chuck 70 sneakers, designed for running performance and style.",361.77
MSCHF Zoom Pegasus,5,188,3.12,"MSCHF Zoom Pegasus sneakers, designed for tennis performance and style.",452.9
MSCHF Speedrunner,1,86,4.72,"MSCHF Speedrunner sneakers, designed for basketball performance and style.",440.37
Yeezy RS-Dreamer,5,34,3.77,"Yeezy RS-Dreamer sneakers, designed for tennis performance and style.",332.79
Converse 990v5,4,6,3.43,"Converse 990v5 sneakers, designed for running performance and style.",375.96
Nike Yeezy Boost,6,22,4.25,"Nike Yeezy Boost sneakers, designed for other performance and style.",234.43
Adidas Powerframe,3,107,3.56,"Adidas Powerframe sneakers, designed for fashion performance and style.",316.93
Fila Retro 1,1,112,3.27,"Fila Retro 1 sneakers, designed for basketball performance and style.",82.76
New Balance Air Max,5,6,4.91,"New Balance Air Max sneakers, designed for tennis performance and style.",242.75
MSCHF 990v5,4,120,4.97,"MSCHF 990v5 sneakers, designed for running performance and style.",361.97
New Balance Air Max,4,34,4.52,"New Balance Air Max sneakers, designed for running performance and style.",314.46
Dior Air Max,3,57,4.11,"Dior Air Max sneakers, designed for fashion performance and style.",459.75
Asics Speedrunner,4,153,3.3,"Asics Speedrunner sneakers, designed for running performance and style.",310.28
Adidas Disruptor,1,37,3.42,"Adidas Disruptor sneakers, designed for basketball performance and style.",190.06
Asics Air Max,1,1,3.59,"Asics Air Max sneakers, designed for basketball performance and style.",62.75
Reebok 990v5,4,150,4.75,"Reebok 990v5 sneakers, designed for running performance and style.",117.48
New Balance Yeezy Boost,1,157,3.44,"New Balance Yeezy Boost sneakers, designed for basketball performance and style.",288.32
Dior Powerframe,2,32,3.11,"Dior Powerframe sneakers, designed for lifestyle performance and style.",100.54
Puma 990v5,1,92,3.75,"Puma 990v5 sneakers, designed for basketball performance and style.",413.34
Converse Chuck 70,5,64,4.3,"Converse Chuck 70 sneakers, designed for tennis performance and style.",153.05
Nike Air Max,4,152,4.59,"Nike Air Max sneakers, designed for running performance and style.",360.07
Asics Powerframe,3,32,3.95,"Asics Powerframe sneakers, designed for fashion performance and style.",140.75
Fila RS-X,4,34,3.08,"Fila RS-X sneakers, designed for running performance and style.",373.32
